Country,Country_Code,Year,gdp_per_capita_growth,female_lfp,male_lfp,women_parliament,fertility_rate,female_secondary,male_secondary,gross_capital_formation,inflation,trade_open,data_source,lfp_gender_gap,girls_boys_secondary_ratio,sample_flag
Kenya,KEN,2007,4.17391916057173,61.0999984741211,71,7.2,4.824,48.9961,56.04543,19.1191990457662,9.75888023027527,64.47773841799871,GitHub mirror of WDI extracts,-9.9000015258789,0.8742211452387821,Core regression window
Kenya,KEN,2008,-1.1464458895636698,61.4000015258789,71.4000015258789,9.8,4.761,56.56219,61.77734,19.240080476023294,26.2398166445057,69.354910650736,GitHub mirror of WDI extracts,-10.000000000000007,0.9155815060991619,Core regression window
Kenya,KEN,2009,0.0228578797710384,61.7000007629395,71.6999969482422,9.8,4.691,57.05751,63.16493,19.9317424611692,9.23412592394668,61.628153254366104,GitHub mirror of WDI extracts,-9.999996185302699,0.9033099537987298,Core regression window
Kenya,KEN,2010,2.96111203753338,62,72.099998474121,9.8,4.616,NA,NA,19.7748789668704,3.96138889115376,67.8546747931628,GitHub mirror of WDI extracts,-10.099998474120994,NA,Core regression window
Kenya,KEN,2011,1.59765850188049,62.2999992370605,72.4000015258789,9.8,4.538,NA,NA,21.1836794150122,14.0215498988379,75.1310794716419,GitHub mirror of WDI extracts,-10.100002288818409,NA,Core regression window
Kenya,KEN,2012,1.81159215883686,62.5999984741211,72.599998474121,9.8,NA,NA,NA,20.088049382070103,9.37839585138711,71.7935301581488,GitHub mirror of WDI extracts,-9.999999999999893,NA,Descriptive only
Kenya,KEN,2013,NA,NA,NA,18.6,NA,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
Rwanda,RWA,2000,1.31863655634604,88,86.1999969482422,25.7,5.897,10.00632,11.07403,13.3759805721127,3.89952980284711,31.1981688815833,GitHub mirror of WDI extracts,1.8000030517577983,0.9035843319911541,Core regression window
Rwanda,RWA,2001,4.14820320271556,88,85.3000030517578,25.7,5.786,10.48759,11.1054,13.735524372767,3.34285506749407,32.7549796131735,GitHub mirror of WDI extracts,2.6999969482422017,0.9443685054117817,Core regression window
Rwanda,RWA,2002,10.6370000254148,87.6999969482422,85.099998474121,25.7,5.674,11.36717,11.99114,13.481314271382,1.99258542453993,30.749937296212696,GitHub mirror of WDI extracts,2.5999984741212074,0.947964080145841,Core regression window
Rwanda,RWA,2003,-0.0899052042311297,87.5,84.8000030517578,48.8,5.566,12.13572,14.08711,13.8539042821159,7.449700140073531,32,GitHub mirror of WDI extracts,2.6999969482422017,0.8614769104521793,Core regression window
Rwanda,RWA,2004,5.464733905247639,87.4000015258789,84.6999969482422,48.8,5.463,13.88235,15.88859,15.0281830238727,12.2507102894393,35.8836206896552,GitHub mirror of WDI extracts,2.7000045776367045,0.8737307715788499,Core regression window
Rwanda,RWA,2005,7.00142358972171,87.4000015258789,84.8000030517578,48.8,5.365,15.44125,18.05184,15.7788735328842,9.01408918092326,36.6414334328773,GitHub mirror of WDI extracts,2.599998474121108,0.8553837171169255,Core regression window
Rwanda,RWA,2006,5.950931885179981,87.5,85.099998474121,48.8,5.267,17.59152,20.25862,16.0015522901154,8.882826547779,36.3413326072526,GitHub mirror of WDI extracts,2.4000015258790057,0.8683473997735285,Core regression window
Rwanda,RWA,2007,4.73655361537557,87.6999969482422,85.5,48.8,5.167,19.8467,23.24774,18.0404479675632,9.08072205873194,36.7240893244929,GitHub mirror of WDI extracts,2.1999969482422017,0.8537044891245342,Core regression window
Rwanda,RWA,2008,7.9554895578607905,88,85.9000015258789,56.3,5.062,21.35415,24.89448,22.6858084367822,15.4449311766219,44.64981977581101,GitHub mirror of WDI extracts,2.0999984741210938,0.8577865454510397,Core regression window
Rwanda,RWA,2009,3.14934586482769,88.1999969482422,86.3000030517578,56.3,4.954,25.3012,27.92944,21.5733401690174,10.3648345480004,39.6636742912929,GitHub mirror of WDI extracts,1.8999938964844034,0.905897146523525,Core regression window
Rwanda,RWA,2010,4.18059892353244,88.3000030517578,86.599998474121,56.3,4.841,29.78908,30.5164,20.9696241679611,2.30914619114135,40.6342003134202,GitHub mirror of WDI extracts,1.700004577636804,0.9761662581431623,Core regression window
Rwanda,RWA,2011,5.2521368379438496,88.3000030517578,86.5,56.3,4.728,31.90234,31.16115,21.4423203718905,5.67068273092335,44.30897289417211,GitHub mirror of WDI extracts,1.8000030517577983,1.0237857075236312,Core regression window
Rwanda,RWA,2012,5.02673117832322,88.1999969482422,86.4000015258789,56.3,NA,32.82526,30.81334,22.84878660624,6.2709030100335506,46.770604686751206,GitHub mirror of WDI extracts,1.7999954223632955,1.0652937980757684,Descriptive only
Rwanda,RWA,2013,NA,NA,NA,63.8,NA,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2000,NA,NA,NA,NA,6.133,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2001,NA,NA,NA,NA,6.05,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2002,NA,NA,NA,NA,5.962,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2003,NA,NA,NA,NA,5.871,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2004,NA,NA,NA,NA,5.777,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2005,NA,NA,NA,NA,5.68,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2006,NA,NA,NA,NA,5.582,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2007,NA,NA,NA,NA,5.483,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2008,NA,NA,NA,NA,5.385,NA,NA,14.1676864893784,NA,97.6580778817463,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2009,-0.0921582792108779,NA,NA,NA,5.288,NA,NA,12.5376110035654,5.00892575868947,95.6430152938595,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2010,-0.169121555051149,NA,NA,NA,5.194,NA,NA,10.916994090791302,1.17,91.5165055970808,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2011,-2.7404013134079905,NA,NA,26.5,5.101,NA,NA,10.2380740161827,47.27686072946529,92.2298098631174,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2012,-49.76176769875,NA,NA,26.5,NA,NA,NA,12.2588699600563,NA,53.699736143082,GitHub mirror of WDI extracts,NA,NA,Descriptive only
South Sudan,SSD,2013,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
Tanzania,TZA,2000,2.35775840070036,89.099998474121,91.4000015258789,NA,5.689,NA,NA,16.8155686580913,5.923961096374769,33.4908540511898,GitHub mirror of WDI extracts,-2.300003051757912,NA,Core regression window
Tanzania,TZA,2001,3.3472369666876203,89,91.4000015258789,22.3,5.675,NA,NA,17.4471999414523,5.147468002226081,38.2902536780761,GitHub mirror of WDI extracts,-2.4000015258789062,NA,Core regression window
Tanzania,TZA,2002,4.44381352809972,89.5,91.5,22.3,5.666,NA,NA,17.1900119364179,5.31783366118219,37.4210865098755,GitHub mirror of WDI extracts,-2,NA,Core regression window
Tanzania,TZA,2003,4.11682329182111,89.8000030517578,91.5,21.4,5.659,NA,NA,19.166813550636803,5.303566215097661,41.3736131854285,GitHub mirror of WDI extracts,-1.6999969482422017,NA,Core regression window
Tanzania,TZA,2004,4.96624939197081,90.099998474121,91.4000015258789,21.4,5.651,NA,NA,22.569847444729294,4.7358014394906105,45.7170807736155,GitHub mirror of WDI extracts,-1.300003051757912,NA,Core regression window
Tanzania,TZA,2005,4.44596959621852,90.3000030517578,91.3000030517578,30.4,5.638,NA,NA,25.0611623601271,5.0345700926717,50.5538545393436,GitHub mirror of WDI extracts,-1,NA,Core regression window
Tanzania,TZA,2006,3.7553108557214,90.5,91.099998474121,30.4,5.616,NA,NA,27.633398040762803,7.250972620824999,58.2600237619771,GitHub mirror of WDI extracts,-0.5999984741209943,NA,Core regression window
Tanzania,TZA,2007,4.085682296399029,90.4000015258789,91.1999969482422,30.4,5.585,NA,NA,29.6430281053936,7.02551436974841,65.3412961441848,GitHub mirror of WDI extracts,-0.7999954223632955,NA,Core regression window
Tanzania,TZA,2008,4.31183641663442,90.3000030517578,91.1999969482422,30.4,5.543,NA,NA,29.785137065440697,10.2783937621131,63.92957397496679,GitHub mirror of WDI extracts,-0.8999938964844034,NA,Core regression window
Tanzania,TZA,2009,2.90315877699889,90.099998474121,91.1999969482422,30.7,5.49,NA,NA,28.9700629337464,12.1422278742992,58.37999297032621,GitHub mirror of WDI extracts,-1.0999984741212074,NA,Core regression window
Tanzania,TZA,2010,3.87444975394691,90,91.1999969482422,NA,5.428,28.42047,34.85016,32.0267015270039,6.20015595647362,66.4013207150731,GitHub mirror of WDI extracts,-1.1999969482422017,0.8155047207817697,Core regression window
Tanzania,TZA,2011,3.2822973453900097,90,91.1999969482422,36,5.359,NA,NA,36.6666125977106,12.6909694699169,81.2724228794156,GitHub mirror of WDI extracts,-1.1999969482422017,NA,Core regression window
Tanzania,TZA,2012,3.6696163971444498,90,91.1999969482422,36,NA,32.63491,37.29589,39.401244125793,16.001093850633097,76.8780533736406,GitHub mirror of WDI extracts,-1.1999969482422017,0.8750269801846798,Descriptive only
Tanzania,TZA,2013,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
Uganda,UGA,2000,-0.120481707728032,82.4000015258789,83.099998474121,17.8,6.865,14.23127,18.45956,19.483821715156,3.39202158512994,32.749033338154895,GitHub mirror of WDI extracts,-0.699996948242088,0.7709430777331637,Core regression window
Uganda,UGA,2001,1.77764022282003,82.3000030517578,83.099998474121,24.7,6.822,14.325,18.61578,19.302059418252803,1.8651252408477,35.329976781884206,GitHub mirror of WDI extracts,-0.799995422363196,0.7695084492833498,Core regression window
Uganda,UGA,2002,5.1475480308864094,82.099998474121,83.1999969482422,24.7,6.772,17.10808,21.2101,20.217422804071397,-0.287508511765154,36.2777941579442,GitHub mirror of WDI extracts,-1.0999984741212074,0.8066006289456439,Core regression window
Uganda,UGA,2003,2.9226713433670097,80.9000015258789,82.5,24.7,6.716,17.23306,21.27421,20.984141578591,8.68047651566887,36.58572646540421,GitHub mirror of WDI extracts,-1.5999984741210938,0.8100446503066387,Core regression window
Uganda,UGA,2004,3.23548411006105,79.599998474121,81.599998474121,23.9,6.653,16.90008,21.01856,20.145689916785397,3.7212874397821496,35.4600862456547,GitHub mirror of WDI extracts,-2,0.804055082745916,Core regression window
Uganda,UGA,2005,2.78671234103629,78,80.3000030517578,23.9,6.583,16.98272,21.22124,22.3551458572083,8.448726422995481,38.9942854844968,GitHub mirror of WDI extracts,-2.3000030517577983,0.8002699182517138,Core regression window
Uganda,UGA,2006,7.10628213427205,77.8000030517578,80.1999969482422,29.8,6.507,18.48477,22.73389,21.130370024916,7.310676135619,43.63328578995379,GitHub mirror of WDI extracts,-2.3999938964844034,0.8130931398014155,Core regression window
Uganda,UGA,2007,4.82316859841872,77.599998474121,80,30.7,6.425,21.53656,26.28752,22.0830552689569,6.13851083285041,46.7774166519359,GitHub mirror of WDI extracts,-2.4000015258790057,0.8192693719301022,Core regression window
Uganda,UGA,2008,5.116739429109099,77.3000030517578,79.9000015258789,30.7,6.338,24.09559,28.51668,22.9777738428827,12.0508555482882,56.2582682052999,GitHub mirror of WDI extracts,-2.599998474121108,0.844964771495139,Core regression window
Uganda,UGA,2009,3.7084772171164,77.099998474121,79.8000030517578,31.5,6.248,25.08382,30.1253,24.1274588139379,13.0172561889187,58.9062350576534,GitHub mirror of WDI extracts,-2.700004577636804,0.832649633364647,Core regression window
Uganda,UGA,2010,2.36397714911153,77,79.6999969482422,31.3,6.155,NA,NA,23.4874261690935,3.97655288478167,57.683006912410896,GitHub mirror of WDI extracts,-2.6999969482422017,NA,Core regression window
Uganda,UGA,2011,3.09898451833762,76.8000030517578,79.6999969482422,35,6.06,NA,NA,24.6214576672352,18.6929044781748,58.1328665438163,GitHub mirror of WDI extracts,-2.8999938964844034,NA,Core regression window
Uganda,UGA,2012,0.0169828858655166,76.6999969482422,79.599998474121,35,NA,NA,NA,NA,14.016056563652,NA,GitHub mirror of WDI extracts,-2.9000015258787926,NA,Descriptive only
Uganda,UGA,2013,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,GitHub mirror of WDI extracts,NA,NA,Descriptive only
